work_year;experience_level;employment_type;job_title;salary;salary_currency;salary_in_usd;employee_residence;remote_ratio;company_location;company_size
2023;SE;FT;Data Scientist;170000;USD;170000;US;100;US;M
2023;SE;FT;Data Analyst;170500;USD;170500;US;100;US;M
2023;SE;FT;Data Analyst;170550;USD;170550;US;100;US;M
2023;SE;FT;Data Scientist;170730;USD;170730;US;0;US;M
2023;SE;FT;Data Scientist;171250;USD;171250;IE;0;IE;M
2023;SE;FT;Data Engineer;171250;USD;171250;US;0;US;M
2023;SE;FT;Data Scientist;172000;USD;172000;US;0;US;M
2023;SE;FT;Data Scientist;172100;USD;172100;US;0;US;M
2023;SE;FT;Data Scientist;172500;USD;172500;US;100;US;M
2023;SE;FT;Data Engineer;172600;USD;172600;US;100;US;M
2023;SE;FT;Data Engineer;172800;USD;172800;US;0;US;M
2023;SE;FT;Data Scientist;173000;USD;173000;US;100;US;M
2023;SE;FT;Data Scientist;175000;USD;175000;CA;100;CA;M
2023;SE;FT;Data Engineer;175000;USD;175000;US;100;US;M
2023;SE;FT;Data Scientist;175000;USD;175000;US;100;US;M
2023;EX;FT;Data Engineer;175000;USD;175000;US;0;US;M
2023;SE;FT;Data Scientist;175000;USD;175000;US;100;US;M
2023;SE;FT;Data Scientist;175000;USD;175000;US;100;US;M
2023;SE;FT;Data Analyst;175000;USD;175000;CA;100;CA;M
2023;SE;FT;Data Engineer;175000;USD;175000;US;100;US;M
2023;SE;FT;Data Scientist;175000;USD;175000;US;100;US;M
2023;SE;FT;Data Scientist;175000;USD;175000;US;0;US;M
2023;SE;FT;Data Analyst;175000;USD;175000;US;0;US;M
2023;SE;FT;Data Scientist;175000;USD;175000;US;0;US;M
2023;SE;FT;Data Analyst;175000;USD;175000;US;0;US;M
2023;SE;FT;Data Scientist;175000;USD;175000;US;0;US;M
2023;MI;FT;Data Engineer;175000;USD;175000;US;0;US;M
2023;MI;FT;Data Engineer;175000;USD;175000;US;0;US;M
2023;SE;FT;Data Scientist;175000;USD;175000;US;100;US;M
2023;SE;FT;Data Analyst;175000;USD;175000;US;100;US;M
2023;SE;FT;Data Scientist;175000;USD;175000;US;0;US;M
2023;EX;FT;Data Engineer;175000;USD;175000;US;0;US;M
2023;SE;FT;Data Analyst;175000;USD;175000;US;0;US;M
2023;MI;FT;Data Engineer;175000;USD;175000;US;0;US;M
2023;SE;FT;Data Engineer;175000;USD;175000;US;100;US;M
2023;SE;FT;Data Engineer;175308;USD;175308;US;0;US;M
2023;SE;FT;Data Engineer;176000;USD;176000;US;0;US;M
2023;SE;FT;Data Scientist;176000;USD;176000;CA;0;CA;M
2023;SE;FT;Data Engineer;178500;USD;178500;US;100;US;M
2023;SE;FT;Data Engineer;178600;USD;178600;US;0;US;M
2023;SE;FT;Data Engineer;179000;USD;179000;US;0;US;M
2023;SE;FT;Data Engineer;179170;USD;179170;US;0;US;M
2023;SE;FT;Data Analyst;179975;USD;179975;US;100;US;M
2023;MI;FT;Data Engineer;180000;USD;180000;US;0;US;M
2023;SE;FT;Data Scientist;180000;USD;180000;US;0;US;M
2023;MI;FT;Data Scientist;180000;USD;180000;US;100;US;M
2023;SE;FT;Data Engineer;180000;USD;180000;US;100;US;M
2023;SE;FT;Data Analyst;180000;USD;180000;US;0;US;M
2023;SE;FT;Data Analyst;180000;USD;180000;US;0;US;M
2023;SE;FT;Data Engineer;180000;USD;180000;US;0;US;M
2023;SE;FT;Data Engineer;180000;USD;180000;US;100;US;M
2023;SE;FT;Data Engineer;180000;USD;180000;US;0;US;M
2023;SE;FT;Data Scientist;180000;USD;180000;US;0;US;M
2023;SE;FT;Data Engineer;180000;USD;180000;US;0;US;M
2023;SE;FT;Data Engineer;180000;USD;180000;US;0;US;M
2023;SE;FT;Data Analyst;180180;USD;180180;US;0;US;M
2023;SE;FT;Data Analyst;180180;USD;180180;US;0;US;M
2023;SE;FT;Data Analyst;180180;USD;180180;US;0;US;M
2023;SE;FT;Data Analyst;180180;USD;180180;US;0;US;M
2023;SE;FT;Data Analyst;180180;USD;180180;US;0;US;M
2023;SE;FT;Data Scientist;180560;USD;180560;US;0;US;M
2023;SE;FT;Data Scientist;182000;USD;182000;US;0;US;M
2023;SE;FT;Data Scientist;182000;USD;182000;US;0;US;M
2023;SE;FT;Data Engineer;182000;USD;182000;US;100;US;M
2023;SE;FT;Data Scientist;182200;USD;182200;US;100;US;M
2023;MI;FT;Data Analyst;182500;USD;182500;US;0;US;M
2023;SE;FT;Data Engineer;182750;USD;182750;US;100;US;M
2023;SE;FT;Data Scientist;183000;USD;183000;US;100;US;M
2023;SE;FT;Data Scientist;183000;USD;183000;US;100;US;M
2023;SE;FT;Data Scientist;183000;USD;183000;US;0;US;M
2023;MI;FT;Data Scientist;183310;USD;183310;US;0;US;M
2023;MI;FT;Data Scientist;183310;USD;183310;US;0;US;M
2023;SE;FT;Data Scientist;183500;USD;183500;US;100;US;M
2023;SE;FT;Data Scientist;183500;USD;183500;US;100;US;M
2023;SE;FT;Data Scientist;183500;USD;183500;US;100;US;M
2023;SE;FT;Data Scientist;183500;USD;183500;US;100;US;M
2023;SE;FT;Data Scientist;183500;USD;183500;US;100;US;M
2023;SE;FT;Data Engineer;183600;USD;183600;US;0;US;M
2023;SE;FT;Data Scientist;185000;USD;185000;US;100;US;M
2023;EX;FT;Data Scientist;185000;USD;185000;US;0;US;M
2023;SE;FT;Data Engineer;185000;USD;185000;US;0;US;M
2023;SE;FT;Data Engineer;185000;USD;185000;US;100;US;M
2023;SE;FT;Data Engineer;185000;USD;185000;US;0;US;M
2023;SE;FT;Data Analyst;185000;USD;185000;US;100;US;M
2023;SE;FT;Data Analyst;185000;USD;185000;US;100;US;M
2023;SE;FT;Data Engineer;185000;USD;185000;US;0;US;M
2023;SE;FT;Data Scientist;185000;USD;185000;US;100;US;M
2023;SE;FT;Data Scientist;185000;USD;185000;GB;0;GB;M
2023;SE;FT;Data Scientist;185000;USD;185000;US;0;US;M
2023;SE;FT;Data Scientist;185000;USD;185000;US;0;US;M
2023;SE;FT;Data Scientist;185000;USD;185000;US;100;US;M
2023;SE;FT;Data Engineer;185900;USD;185900;US;0;US;M
2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M
2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M
2023;SE;FT;Data Analyst;185900;USD;185900;US;0;US;M
2023;SE;FT;Data Analyst;185900;USD;185900;US;0;US;M
2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M
2023;SE;FT;Data Engineer;185900;USD;185900;US;0;US;M
2023;SE;FT;Data Analyst;185900;USD;185900;US;0;US;M
2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M
2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M
2023;SE;FT;Data Engineer;185900;USD;185900;US;0;US;M
2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M
2023;SE;FT;Data Scientist;186000;USD;186000;US;0;US;M
2023;SE;FT;Data Scientist;186000;USD;186000;US;0;US;M
2023;SE;FT;Data Scientist;186300;USD;186300;US;100;US;M
2023;SE;FT;Data Scientist;186300;USD;186300;US;100;US;M
2023;SE;FT;Data Analyst;187000;USD;187000;US;0;US;M
2023;MI;FT;Data Scientist;187500;USD;187500;US;0;US;M
2023;SE;FT;Data Engineer;187500;USD;187500;US;100;US;M
2023;SE;FT;Data Engineer;190000;USD;190000;US;100;US;M
2023;SE;FT;Data Scientist;190000;USD;190000;US;0;US;M
2023;SE;FT;Data Scientist;190000;USD;190000;CA;0;CA;M
2023;SE;FT;Data Analyst;190000;USD;190000;US;100;US;M
2023;EN;FT;Data Scientist;190000;USD;190000;US;0;US;M
2023;SE;FT;Data Scientist;190000;USD;190000;CA;0;CA;M
2023;SE;FT;Data Scientist;190000;USD;190000;US;0;US;M
2023;SE;FT;Data Scientist;190000;USD;190000;US;0;US;M
2023;SE;FT;Data Scientist;190000;USD;190000;US;0;US;M
2023;SE;FT;Data Scientist;191765;USD;191765;US;0;US;M
2023;SE;FT;Data Engineer;192000;USD;192000;US;0;US;M
2023;SE;FT;Data Analyst;192500;USD;192500;US;100;US;M
2023;SE;FT;Data Engineer;193500;USD;193500;US;100;US;M
2023;EX;FT;Data Engineer;194500;USD;194500;US;0;US;M
2023;SE;FT;Data Scientist;195000;USD;195000;US;0;US;M
2023;SE;FT;Data Scientist;195000;USD;195000;US;0;US;M
2023;SE;FT;Data Scientist;195000;USD;195000;US;0;US;M
2023;EX;FT;Data Engineer;196200;USD;196200;US;0;US;M
2023;SE;FT;Data Scientist;198200;USD;198200;US;100;US;M
2023;SE;FT;Data Scientist;198200;USD;198200;US;100;US;M
2023;SE;FT;Data Scientist;198200;USD;198200;US;100;US;M
2023;SE;FT;Data Scientist;198200;USD;198200;US;0;US;M
2023;SE;FT;Data Scientist;199000;USD;199000;US;0;US;M
2023;SE;FT;Data Engineer;199000;USD;199000;US;0;US;M
2023;SE;FT;Data Scientist;199098;USD;199098;US;100;US;M
2023;SE;FT;Data Engineer;200000;USD;200000;US;100;US;M
2023;SE;FT;Data Analyst;200000;USD;200000;US;0;US;M
2023;SE;FT;Data Engineer;200000;USD;200000;US;0;US;M
2023;EX;FT;Data Scientist;200000;USD;200000;US;0;US;M
2023;SE;FT;Data Scientist;200000;USD;200000;US;100;US;M
2023;SE;FT;Data Scientist;200000;USD;200000;US;100;US;M
2023;EX;FT;Data Scientist;200000;USD;200000;US;0;US;M
2023;MI;FT;Data Scientist;200000;USD;200000;US;100;US;M
2023;MI;FT;Data Engineer;200000;USD;200000;US;0;US;M
2023;SE;FT;Data Engineer;200000;USD;200000;US;0;US;M
2023;EX;FT;Data Engineer;200000;USD;200000;US;0;US;M
2023;EX;FT;Data Scientist;200000;USD;200000;US;0;US;M
2023;SE;FT;Data Engineer;200000;USD;200000;US;0;US;M
2023;SE;FT;Data Scientist;200160;USD;200160;US;0;US;M
2023;SE;FT;Data Scientist;200160;USD;200160;US;0;US;M
2023;SE;FT;Data Scientist;201000;USD;201000;US;0;US;M
2023;SE;FT;Data Scientist;201000;USD;201000;US;0;US;M
2023;SE;FT;Data Scientist;201036;USD;201036;US;0;US;M
2023;SE;FT;Data Engineer;201450;USD;201450;US;100;US;M
2023;SE;FT;Data Scientist;201450;USD;201450;US;100;US;M
2023;SE;FT;Data Engineer;202000;USD;202000;US;100;US;M
2023;SE;FT;Data Engineer;202000;USD;202000;US;100;US;M
2023;SE;FT;Data Analyst;202800;USD;202800;US;0;US;L
2023;SE;FT;Data Scientist;203000;USD;203000;US;100;US;M
2023;SE;FT;Data Engineer;203100;USD;203100;US;0;US;M
2023;SE;FT;Data Engineer;203300;USD;203300;US;100;US;M
2023;SE;FT;Data Scientist;203500;USD;203500;US;0;US;M
2023;SE;FT;Data Analyst;204500;USD;204500;US;0;US;M
2023;EX;FT;Data Engineer;205000;USD;205000;US;0;US;M
2023;SE;FT;Data Scientist;205000;USD;205000;US;0;US;M
2023;SE;FT;Data Scientist;205000;USD;205000;US;100;US;M
2023;SE;FT;Data Engineer;205600;USD;205600;US;0;US;L
2023;SE;FT;Data Engineer;205600;USD;205600;US;100;US;M
2023;SE;FT;Data Engineer;205600;USD;205600;US;0;US;L
2023;MI;FT;Data Analyst;206000;USD;206000;US;0;US;M
2023;MI;FT;Data Analyst;206000;USD;206000;US;0;US;M
2023;SE;FT;Data Analyst;206500;USD;206500;US;100;US;M
2023;EX;FT;Data Engineer;207000;USD;207000;US;100;US;M
2023;SE;FT;Data Analyst;208049;USD;208049;US;0;US;M
2023;SE;FT;Data Analyst;208450;USD;208450;US;100;US;M
2023;SE;FT;Data Scientist;209300;USD;209300;US;100;US;M
2023;SE;FT;Data Scientist;209450;USD;209450;US;100;US;M
2023;SE;FT;Data Scientist;210000;USD;210000;US;0;US;M
2023;SE;FT;Data Scientist;210000;USD;210000;US;0;US;M
2023;SE;FT;Data Engineer;210000;USD;210000;US;100;US;M
2023;EX;FT;Data Engineer;210000;USD;210000;US;0;US;M
2023;SE;FT;Data Scientist;210000;USD;210000;US;0;US;M
2023;SE;FT;Data Scientist;210550;USD;210550;US;0;US;M
2023;EX;FT;Data Engineer;210914;USD;210914;US;100;US;M
2023;EX;FT;Data Engineer;210914;USD;210914;US;100;US;M
2023;SE;FT;Data Scientist;212750;USD;212750;US;100;US;M
2023;SE;FT;Data Engineer;213580;USD;213580;US;100;US;M
2023;SE;FT;Data Scientist;215050;USD;215050;US;100;US;M
2023;SE;FT;Data Scientist;216100;USD;216100;US;0;US;M
2023;SE;FT;Data Engineer;217000;USD;217000;US;100;US;M
2023;SE;FT;Data Scientist;218500;USD;218500;US;100;US;M
2023;SE;FT;Data Scientist;219000;USD;219000;CA;0;CA;M
2023;SE;FT;Data Engineer;219535;USD;219535;US;100;US;M
2023;SE;FT;Data Engineer;220000;USD;220000;US;100;US;M
2023;EX;FT;Data Engineer;220000;USD;220000;US;0;US;M
2023;SE;FT;Data Engineer;220000;USD;220000;US;100;US;M
2023;SE;FT;Data Engineer;220000;USD;220000;US;0;US;M
2023;SE;FT;Data Scientist;220000;USD;220000;US;0;US;M
2023;SE;FT;Data Engineer;221000;USD;221000;US;0;US;M
2023;SE;FT;Data Engineer;221484;USD;221484;US;0;US;M
2023;SE;FT;Data Engineer;222000;USD;222000;US;100;US;M
2023;SE;FT;Data Engineer;223250;USD;223250;US;0;US;M
2023;SE;FT;Data Scientist;223800;USD;223800;US;0;US;M
2023;SE;FT;Data Scientist;224000;USD;224000;CA;0;CA;M
2023;SE;FT;Data Engineer;225000;USD;225000;US;100;US;M
2023;SE;FT;Data Scientist;225000;USD;225000;US;0;US;M
2023;SE;FT;Data Engineer;225000;USD;225000;US;0;US;M
2023;SE;FT;Data Scientist;225000;USD;225000;US;0;US;M
2023;SE;FT;Data Scientist;225000;USD;225000;US;0;US;M
2023;SE;FT;Data Scientist;225000;USD;225000;US;100;US;M
2023;SE;FT;Data Scientist;225000;USD;225000;US;0;US;M
2023;SE;FT;Data Scientist;225000;USD;225000;US;100;US;M
2023;SE;FT;Data Engineer;225000;USD;225000;US;0;US;M
2023;SE;FT;Data Scientist;225000;USD;225000;US;0;US;M
2023;SE;FT;Data Engineer;226700;USD;226700;US;0;US;M
2023;SE;FT;Data Engineer;226700;USD;226700;US;0;US;M
2023;SE;FT;Data Engineer;226700;USD;226700;US;0;US;M
2023;SE;FT;Data Engineer;226700;USD;226700;US;0;US;M
2023;SE;FT;Data Engineer;226700;USD;226700;US;0;US;M
2023;SE;FT;Data Analyst;227000;USD;227000;US;0;US;M
2023;SE;FT;Data Scientist;228000;USD;228000;US;0;US;M
2023;SE;FT;Data Scientist;228000;USD;228000;US;0;US;M
2023;SE;FT;Data Engineer;229000;USD;229000;US;0;US;M
2023;SE;FT;Data Engineer;230000;USD;230000;US;0;US;M
2023;SE;FT;Data Analyst;230000;USD;230000;US;0;US;M
2023;SE;FT;Data Engineer;230000;USD;230000;US;0;US;M
2023;SE;FT;Data Engineer;231250;USD;231250;US;100;US;M
2023;SE;FT;Data Engineer;231500;USD;231500;US;100;US;M
2023;SE;FT;Data Engineer;232200;USD;232200;US;100;US;M
2023;EX;FT;Data Engineer;235000;USD;235000;US;0;US;M
2023;EX;FT;Data Engineer;235000;USD;235000;US;0;US;M
2023;SE;FT;Data Scientist;235000;USD;235000;US;100;US;M
2023;EX;FT;Data Engineer;236000;USD;236000;US;100;US;M
2023;SE;FT;Data Engineer;236000;USD;236000;US;100;US;M
2023;SE;FT;Data Engineer;237000;USD;237000;US;100;US;M
2023;SE;FT;Data Scientist;237000;USD;237000;US;100;US;M
2023;SE;FT;Data Scientist;237000;USD;237000;US;0;US;M
2023;SE;FT;Data Scientist;237000;USD;237000;US;100;US;M
2023;SE;FT;Data Scientist;237000;USD;237000;US;100;US;M
2023;SE;FT;Data Scientist;237000;USD;237000;US;100;US;M
2023;SE;FT;Data Scientist;237000;USD;237000;US;100;US;M
2023;SE;FT;Data Engineer;238000;USD;238000;US;0;US;M
2023;SE;FT;Data Scientist;238000;USD;238000;US;100;US;M
2023;SE;FT;Data Scientist;239000;USD;239000;US;0;US;L
2023;EX;FT;Data Engineer;239000;USD;239000;US;100;US;M
2023;EX;FT;Data Engineer;239000;USD;239000;US;100;US;M
2023;EX;FT;Data Engineer;239000;USD;239000;US;100;US;M
2023;EX;FT;Data Engineer;239000;USD;239000;US;100;US;M
2023;SE;FT;Data Scientist;239748;USD;239748;US;0;US;M
2023;SE;FT;Data Scientist;239748;USD;239748;US;0;US;M
2023;SE;FT;Data Engineer;240000;USD;240000;US;0;US;M
2023;SE;FT;Data Engineer;240000;USD;240000;US;0;US;M
2023;SE;FT;Data Scientist;240000;USD;240000;US;100;US;M
2023;SE;FT;Data Engineer;240500;USD;240500;US;0;US;L
2023;SE;FT;Data Engineer;240500;USD;240500;US;0;US;L
2023;SE;FT;Data Analyst;240500;USD;240500;US;0;US;M
2023;SE;FT;Data Engineer;241000;USD;241000;US;0;US;M
2023;SE;FT;Data Engineer;241871;USD;241871;US;0;US;M
2023;SE;FT;Data Scientist;245000;USD;245000;US;100;US;M
2023;SE;FT;Data Scientist;245000;USD;245000;US;0;US;M
2023;SE;FT;Data Scientist;245000;USD;245000;US;0;US;M
2023;SE;FT;Data Engineer;247300;USD;247300;US;0;US;M
2023;SE;FT;Data Scientist;250000;USD;250000;US;0;US;M
2023;SE;FT;Data Engineer;250000;USD;250000;US;0;US;M
2023;SE;FT;Data Analyst;250000;USD;250000;US;100;US;M
2023;MI;FT;Data Engineer;250000;USD;250000;US;0;US;M
2023;SE;FT;Data Engineer;250000;USD;250000;US;100;US;M
2023;SE;FT;Data Engineer;250000;USD;250000;US;100;US;M
2023;SE;FT;Data Engineer;250000;USD;250000;US;100;US;M
2023;SE;FT;Data Scientist;250000;USD;250000;US;0;US;M
2023;MI;FT;Data Engineer;250000;USD;250000;US;0;US;M
2023;SE;FT;Data Engineer;250000;USD;250000;US;100;US;M
2023;SE;FT;Data Engineer;252000;USD;252000;US;0;US;M
2023;SE;FT;Data Scientist;252000;USD;252000;US;0;US;M
2023;SE;FT;Data Engineer;252000;USD;252000;US;0;US;M
2023;SE;FT;Data Engineer;252000;USD;252000;US;0;US;M
2023;SE;FT;Data Engineer;252000;USD;252000;US;0;US;M
2023;SE;FT;Data Engineer;252000;USD;252000;US;0;US;M
2023;SE;FT;Data Engineer;252000;USD;252000;US;0;US;M
2023;SE;FT;Data Engineer;252000;USD;252000;US;0;US;M
2023;SE;FT;Data Engineer;252000;USD;252000;US;0;US;M
2023;SE;FT;Data Engineer;252000;USD;252000;US;0;US;M
2023;SE;FT;Data Engineer;252000;USD;252000;US;0;US;M
2023;SE;FT;Data Engineer;252000;USD;252000;US;0;US;M
2023;SE;FT;Data Engineer;252000;USD;252000;US;0;US;M
2023;SE;FT;Data Engineer;252000;USD;252000;US;0;US;M
2023;SE;FT;Data Engineer;253200;USD;253200;US;0;US;M
2023;SE;FT;Data Scientist;257000;USD;257000;US;0;US;M
2023;SE;FT;Data Scientist;258000;USD;258000;CA;0;CA;M
2023;SE;FT;Data Scientist;258000;USD;258000;CA;0;CA;M
2023;EX;FT;Data Scientist;258750;USD;258750;US;0;US;M
2023;SE;FT;Data Engineer;259000;USD;259000;US;100;US;M
2023;SE;FT;Data Engineer;259000;USD;259000;US;100;US;M
2023;SE;FT;Data Engineer;260000;USD;260000;US;0;US;M
2023;MI;FT;Data Engineer;260000;USD;260000;US;0;US;M
2023;SE;FT;Data Scientist;260000;USD;260000;US;0;US;M
2023;SE;FT;Data Scientist;262000;USD;262000;US;100;US;M
2023;EX;FT;Data Engineer;265000;USD;265000;US;0;US;M
2023;SE;FT;Data Engineer;265000;USD;265000;US;0;US;M
2023;SE;FT;Data Engineer;265000;USD;265000;US;100;US;M
2023;SE;FT;Data Engineer;270703;USD;270703;US;0;US;M
2023;SE;FT;Data Scientist;272550;USD;272550;US;0;US;M
2023;SE;FT;Data Engineer;275000;USD;275000;US;0;US;M
2023;SE;FT;Data Scientist;275300;USD;275300;US;100;US;M
2023;SE;FT;Data Scientist;275300;USD;275300;US;100;US;M
2023;SE;FT;Data Scientist;275300;USD;275300;US;100;US;M
2023;SE;FT;Data Scientist;275300;USD;275300;US;100;US;M
2023;SE;FT;Data Scientist;275300;USD;275300;US;100;US;M
2023;SE;FT;Data Scientist;275300;USD;275300;US;100;US;M
2023;SE;FT;Data Scientist;275300;USD;275300;US;100;US;M
2023;SE;FT;Data Engineer;276000;USD;276000;US;100;US;M
2023;EX;FT;Data Engineer;284000;USD;284000;US;100;US;M
2023;SE;FT;Data Scientist;285800;USD;285800;US;100;US;M
2023;EX;FT;Data Engineer;286000;USD;286000;US;100;US;M
2023;SE;FT;Data Engineer;290000;USD;290000;US;100;US;M
2023;SE;FT;Data Engineer;291500;USD;291500;US;0;US;M
2023;SE;FT;Data Engineer;291500;USD;291500;US;0;US;M
2023;SE;FT;Data Scientist;297300;USD;297300;US;100;US;M
2023;SE;FT;Data Scientist;297300;USD;297300;US;100;US;M
2023;SE;FT;Data Scientist;297300;USD;297300;US;100;US;M
2023;SE;FT;Data Engineer;300000;USD;300000;US;0;US;M
2023;SE;FT;Data Engineer;300000;USD;300000;US;0;US;M
2023;EX;FT;Data Scientist;300000;USD;300000;US;0;US;M
2023;SE;FT;Data Scientist;300240;USD;300240;US;0;US;M
2023;SE;FT;Data Scientist;300240;USD;300240;US;0;US;M
2023;EX;FT;Data Engineer;310000;USD;310000;US;100;US;M
2023;EX;FT;Data Engineer;310000;USD;310000;US;100;US;M
2023;EX;FT;Data Engineer;310000;USD;310000;US;100;US;M
2023;EX;FT;Data Engineer;310000;USD;310000;US;100;US;M
2023;SE;FT;Data Engineer;310000;USD;310000;US;0;US;M
2023;SE;FT;Data Scientist;317070;USD;317070;US;0;US;M
2023;SE;FT;Data Scientist;370000;USD;370000;US;0;US;M
2023;SE;FT;Data Analyst;385000;USD;385000;US;0;US;M
2023;MI;FT;Data Scientist;510000;HKD;65062;HK;0;HK;L
2023;EN;FT;Data Scientist;800000;INR;9727;IN;0;IN;L
2023;MI;FT;Data Scientist;840000;THB;24740;TH;50;TH;L
2023;EN;FT;Data Scientist;1050000;INR;12767;IN;50;IN;L
2023;EN;FT;Data Scientist;1060000;INR;12888;IN;50;IN;S
2023;SE;FT;Data Analyst;1300000;INR;15806;IN;100;IN;S
2023;EN;FT;Data Engineer;1400000;INR;17022;IN;100;IN;L
2023;MI;FT;Data Scientist;1400000;INR;17022;IN;100;IN;L
